position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
315,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",qOsWwEUlXeg,2020-10-06T07:40:19Z,"2020-10-06 07:40:19","Como a proibição do paraquate interfere na competitividade brasileira?","👨🏽‍💻Quer saber como a proibição do paraquate interfere na competividade brasileira? Como a retirada a retirada desse herbicida do mercado vai afetar a renda do produtor? Haverá aumento de preço dos alimentos? O que diz a ciência sobre o uso desse produto no Brasil e no mundo? ✅Participam da live o toxicologista Sérgio Graff; o diretor executivo da Aprosoja Brasil, Fabrício Rosa e a advogada especialista em regulação de defensivos agrícolas, Lidia Cristina Jorge do Santos. 💬 Vamos debater! Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics",Society,PT52M53S,3173,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/qOsWwEUlXeg/maxresdefault.jpg,,,,,63,6,,0,0
316,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",JUFF6C-hKks,2020-10-02T19:19:53Z,"2020-10-02 19:19:53","Paraquate e o impacto no preço de alimentos e no custo de produção do Brasil","#MaisComidaNoPrato | Você ficou sabendo de alguma proibição de herbicida no Brasil? Tá se perguntando o que você tem a ver com isso? Quer saber como isso pode aumentar, até três vezes, o preço dos alimentos que vão para sua mesa e ainda diminuir a competitividade do Brasil ? Se liga no vídeo! --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","pesticidas,agropecuaria,producao,sustentabilidade,agrotoxico,defensivo,defensivosagricolas,economia,preço,inflação,alimento",25,"News & Politics",Society,PT3M25S,205,2d,hd,false,,pt-BR,,,,,,691,22,,0,6
317,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",imt73WOgMo0,2020-09-17T06:36:00Z,"2020-09-17 06:36:00","Política Ambiental Brasileira: Conciliar proteção ambiental com produção rural é possível","Fique por dentro da Política Ambiental Brasileira em live nesta quarta-feira (16), às 14h30, com transmissão nas redes sociais do Canal Rural e da Frente Parlamentar da Agropecuária (FPA). Neste encontro, vamos detalhar sobre mudanças climáticas e meio ambiente no Brasil. Nossos convidados para esta edição serão: o deputado federal Zé Vitor (PL-MG); o consultor do IPA, Fábio Ferreira; e o consultor da OCB, Leonardo Papp. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT48M47S,2927,2d,hd,false,,,https://i.ytimg.com/vi/imt73WOgMo0/maxresdefault.jpg,,,,,106,8,,0,0
318,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Aqjeb-xW41s,2020-08-10T22:19:38Z,"2020-08-10 22:19:38","Fórum de Incentivo à Cadeia Leiteira #06 - Políticas públicas para o setor leiteiro","Esta é a última live sobre a cadeia produtiva do leite. A deputada Aline Sleutjes (PSL-PR) media o debate sobre políticas públicas para o setor leiteiro. Participam a ministra da Agricultura, Tereza Cristina, e o ministro da Economia Paulo Guedes. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT1H55M7S,3307,2d,hd,false,,en-US,https://i.ytimg.com/vi/Aqjeb-xW41s/maxresdefault.jpg,,,,,9011,494,,0,14
319,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",wkmgF4bdUIM,2020-08-07T12:09:34Z,"2020-08-07 12:09:34","Do Campo para a Cidade","A Liga do Agro realizou debate sobre a força do agro brasileiro e a importância da comunicação do campo para a cidade. A live foi apresentada pela jornalista Lilian Munhoz e mediada pelo advogado Marco Marrafon e teve como debatedores o presidente da Frente Parlamentar da Agropecuária (FPA), deputado federal Alceu Moreira (MDB-RS), o comunicador Luciano Huck e a presidente da Sociedade Rural Brasileira, Teka Vendramini. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","lei do agro,agropecuária,agronegócio,produção,sustentabilidade,agricultura",25,"News & Politics","Politics,Society",PT1H25M5S,1505,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/wkmgF4bdUIM/maxresdefault.jpg,,,,,119,7,,0,1
320,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",NbIuqQ6o_C8,2020-08-04T08:01:36Z,"2020-08-04 08:01:36","Fórum de Incentivo à Cadeia Leiteira #05 - Políticas de garantia de renda para o setor","Acompanhe a live sobre a cadeia produtiva do leite. A deputada Aline Sleutjes (PSL-PR) media o debate sobre políticas de garantia de renda para o setor. Participam o diretor técnico da Emater-MG, Feliciano Nogueira; o diretor técnico da Embrapa-MG, Paulo Martins; o subsecretário de Política Agrícola do Ministério da Economia, Rogério Boueri; o representante do Ministério da Cidadania, Ênio Marques; o representante do Ministério da Agricultura, Márcio Madalena; e o representante da Câmara Setorial do Leite, Roneil Volpi. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics",Society,PT1H51M47S,3107,2d,hd,false,,en-US,https://i.ytimg.com/vi/NbIuqQ6o_C8/maxresdefault.jpg,,,,,364,25,,0,1
321,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",nWcbZml7QJQ,2020-07-31T06:51:45Z,"2020-07-31 06:51:45","Agro Conectado: Modernização e Inovação para o campo","A Frente Parlamentar da Agropecuária (FPA) realiza live sobre Conectividade Rural. Em debate, a modernização e inovação para o campo. ✅Participam o deputado Zé Silva (SD-MG); o deputado Vinicius Poit (Novo-SP); o coordenador técnico do instituto CNA, Joaci Medeiros; o presidente do Conselho da Telcomp, Tomas Fuchs; a gerente de Relações Institucionais e Governamentais do Sinditelebrasil, Daniela Martins; o gerente de Relações Governamentais da Brasscom, Daniel T. Stilvelberg; e o representante do Conselho da ConectarAgro, Jaime Oliveira. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics",Society,PT1H10M44S,644,2d,hd,false,,en-US,https://i.ytimg.com/vi/nWcbZml7QJQ/maxresdefault.jpg,,,,,350,30,,0,1
322,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",T19HsLczXOA,2020-07-28T07:51:10Z,"2020-07-28 07:51:10","Fórum de Incentivo à Cadeia Leiteira #04 - Os desafios da indústria leiteira e cooperativas","Acompanhe a live sobre a cadeia produtiva do leite. A deputada Aline Sleutjes (PSL-PR) mediará o debate sobre os desafios da indústria leiteira e cooperativas. Participam o diretor-executivo da Viva Lácteos, Marcelo Martins; o presidente da Cooperativa Agropecuária de Unaí (Capul), Raimundo Sauer; o coordenador da OCB, Vicente Nogueira Netto; o representante da Pool Leite, Armando Carvalho; e o presidente da Abraleite, Geraldo Borges. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics",Society,PT1H37M,2220,2d,hd,false,,en-US,https://i.ytimg.com/vi/T19HsLczXOA/maxresdefault.jpg,,,,,469,30,,0,2
323,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",QGaszIvca1M,2020-07-28T06:35:30Z,"2020-07-28 06:35:30","Conectividade: unindo o campo às cidades com competitividade","Assista a #live especial do Canal Rural em parceria com a FPA sobre conectividade como elemento de aproximação entre o campo e a cidade. O debate é conduzido pelo jornalista Luiz Patroni com a participação do presidente da Anatel, Leonardo Euler de Morais; do secretário-executivo do Ministério das Comunicações, Vítor Elisio; do secretário de Inovação, Desenvolvimento Rural e Irrigação do Mapa, Fernando Camargo, da senadora Daniella Ribeiro (PP-PB) e do presidente da FPA, deputado Alceu Moreira (MDB-RS). Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT1H12M10S,730,2d,hd,false,,,https://i.ytimg.com/vi/QGaszIvca1M/maxresdefault.jpg,,,,,131,14,,0,0
324,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",YT6XohxQTe8,2020-07-23T19:50:17Z,"2020-07-23 19:50:17","Lei do Agro #07 - Imóvel rural dado em garantia a empresa estrangeira","A Frente Parlamentar da Agropecuária (FPA) realiza live sobre a Lei do Agro (13.986/2020) e sua implementação. No sétimo e último painel está em debate a transferência de propriedade rural a pessoa jurídica de capital estrangeiro, em pagamento de dívida. Participam desta etapa o deputado José Mário Schreiner (DEM-GO); o sócio-titular da Santos Neto Advogados, Domício dos Santos Neto; o diretor de agronegócios do Banco Santander, Carlos Aguiar; o diretor jurídico da Farsul, Nestor Hein; e o secretário-adjunto de Política Agrícola do Mapa, José Ângelo Mazzillo Jr. Playlist de todas as lives realizadas: https://bit.ly/livesdaleidoagro Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","lei do agro,agropecuária,fundo garantidor solidário,agronegócio,agricultura,fgs,cpr,cédula de produto rural,dólar,imóvel rural,propriedade rural,campo,fazenda,produção,sustentabilidade,empresa,estrangeiros",25,"News & Politics",Society,PT2H6M18S,378,2d,hd,false,,en-US,https://i.ytimg.com/vi/YT6XohxQTe8/maxresdefault.jpg,,,,,569,33,,0,0
325,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",kNgA4zjlo2c,2020-07-23T15:39:12Z,"2020-07-23 15:39:12","Lei do Agro #01 Alterações na Cédula de Produto Rural CPR","A Frente Parlamentar da Agropecuária - FPA está realizou uma série de Lives sobre a Lei do Agro (13.986/2020) e sua implementação. No primeiro painel está em debate as alterações na Cédula de Produto Rural (CPR). Participam desta primeira etapa o deputado Pedro Lupion (DEM-PR), Thiago Rocha (Aprosoja), José Ângelo (Ministério da Agricultura, Pecuária e Abastecimento) e Rafael Molinari (ABIOVE - Associação Brasileira das Indústrias de Óleos Vegetais). Playlist de todas as lives realizadas: https://bit.ly/livesdaleidoagro --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","agropecuária,agronegócio,agricultura,sustentabilidade,produção,Cédula de Produto Rural,CPR,Lei do Agro",25,"News & Politics",Society,PT1H12M9S,729,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/kNgA4zjlo2c/maxresdefault.jpg,,,,,837,23,,0,0
326,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",87FJnBprfPA,2020-07-21T07:58:33Z,"2020-07-21 07:58:33","Fórum de Incentivo à Cadeia Leiteira #03 - Novas políticas de consumo de produtos lácteos","Acompanhe mais uma live sobre a cadeia produtiva do leite. A deputada Aline Sleutjes (PSL-PR) media o debate sobre novas políticas, preço, mercado futuro e tendência de consumo de produtos lácteos. Participam os produtores Gilberto Picinini (RS), Roberto Sleutjes (PR), Nério Ceccon (SC), Ricardo Godinho (MG) e José Renato Chiari (GO). Playlist de todas as lives realizadas: https://bit.ly/livesforumdoleite Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,Society,PT1H26M19S,1579,2d,hd,false,,en-US,https://i.ytimg.com/vi/87FJnBprfPA/maxresdefault.jpg,,,,,386,21,,0,2
327,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Z8H-x3-6axk,2020-07-17T07:02:44Z,"2020-07-17 07:02:44","Lei do Agro #06 - Fundos Garantidores e o Agronegócio","A Frente Parlamentar da Agropecuária (FPA) realiza mais uma live sobre a Lei do Agro (13.986/2020) e sua implementação. No sexto painel está em debate os Fundos Garantidores e o agronegócio. Participam desta etapa o deputado Pedro Lupion (DEM-PR); o subsecretário de Política Agrícola do Ministério da Economia, Rogério Boueri; o presidente da Federarroz, Alexandre Velho; o representante do Departamento de Produtos de Garantia do BNDES, Ciro Jorge; e o diretor-executivo do FGCoop, Adriano Ricci. Playlist de todas as lives realizadas: https://bit.ly/livesdaleidoagro Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","lei do agro,agropecuária,fundo garantidor solidário,agronegócio,agricultura,fgs",25,"News & Politics",Society,PT1H25M47S,1547,2d,hd,false,,en-US,https://i.ytimg.com/vi/Z8H-x3-6axk/maxresdefault.jpg,,,,,297,15,,0,0
328,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",N2bc40NkF7U,2020-07-15T00:59:44Z,"2020-07-15 00:59:44","Regularização Fundiária na Câmara dos Deputados","O Projeto de Lei 2633/2020 trata sobre a regularização fundiária em ocupações incidentes em terras situadas em áreas de domínio da União ou do Instituto Nacional de Colonização e Reforma Agrária (Incra), por meio da alienação e da concessão de direito real de uso de imóveis. Participam da live o presidente da Câmara dos Deputados, deputado federal Rodrigo Maia (DEM-RJ); o autor do PL 2633/2020, Deputado Federal Zé Silva (SD-MG); o relator do projeto, deputado federal Marcelo Ramos (PL-AM) e o presidente da Frente Parlamentar Ambientalista, o deputado federal Rodrigo Agostinho (PSB-SP). * Atualização: Infelizmente, por problemas de agenda, o presidente da Câmara dos Deputados, Rodrigo Maia, cancelou sua participação na live. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","regularização fundiária,terras,posse de terra,Câmara dos Deputados,Regularização,Fundiária",24,Entertainment,"Politics,Society",PT38M46S,2326,2d,hd,false,,,https://i.ytimg.com/vi/N2bc40NkF7U/maxresdefault.jpg,,,,,420,18,,0,6
